query-id	corpus-id	score
dqa-en-human_anno-142-q002	dqa-en-142-novel-summary	1
dqa-en-human_anno-142-q003	dqa-en-142-novel-summary	1
dqa-en-human_anno-142-q004	dqa-en-142-novel-summary	1
dqa-en-human_anno-142-q005	dqa-en-142-novel-summary	1
dqa-en-human_anno-144-q000	dqa-en-144-novel-summary	1
dqa-en-human_anno-144-q001	dqa-en-144-novel-summary	1
dqa-en-human_anno-144-q002	dqa-en-144-novel-summary	1
dqa-en-human_anno-144-q003	dqa-en-144-novel-summary	1
dqa-en-human_anno-144-q004	dqa-en-144-novel-summary	1
dqa-en-human_anno-145-q000	dqa-en-145-novel-summary	1
dqa-en-human_anno-145-q001	dqa-en-145-novel-summary	1
dqa-en-human_anno-145-q002	dqa-en-145-novel-summary	1
dqa-en-human_anno-145-q003	dqa-en-145-novel-summary	1
dqa-en-human_anno-145-q004	dqa-en-145-novel-summary	1
dqa-en-human_anno-145-q005	dqa-en-145-novel-summary	1
dqa-en-human_anno-150-q000	dqa-en-150-novel-summary	1
dqa-en-human_anno-150-q001	dqa-en-150-novel-summary	1
dqa-en-human_anno-150-q002	dqa-en-150-novel-summary	1
dqa-en-human_anno-150-q003	dqa-en-150-novel-summary	1
dqa-en-human_anno-150-q004	dqa-en-150-novel-summary	1
dqa-en-human_anno-150-q005	dqa-en-150-novel-summary	1
dqa-en-human_anno-151-q000	dqa-en-151-novel-summary	1
dqa-en-human_anno-151-q001	dqa-en-151-novel-summary	1
dqa-en-human_anno-151-q002	dqa-en-151-novel-summary	1
dqa-en-human_anno-151-q003	dqa-en-151-novel-summary	1
dqa-en-human_anno-151-q004	dqa-en-151-novel-summary	1
dqa-en-human_anno-151-q005	dqa-en-151-novel-summary	1
dqa-en-human_anno-198-q000	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q001	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q002	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q003	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q004	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q005	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q006	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q007	dqa-en-198-novel-summary	1
dqa-en-human_anno-198-q008	dqa-en-198-novel-summary	1
dqa-en-human_anno-203-q000	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q001	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q002	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q003	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q004	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q005	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q006	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q007	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q008	dqa-en-203-novel-summary	1
dqa-en-human_anno-203-q009	dqa-en-203-novel-summary	1
dqa-en-human_anno-209-q000	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q001	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q002	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q003	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q004	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q005	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q006	dqa-en-209-novel-summary	1
dqa-en-human_anno-209-q007	dqa-en-209-novel-summary	1
dqa-en-human_anno-219-q000	dqa-en-219-novel-summary	1
dqa-en-human_anno-219-q001	dqa-en-219-novel-summary	1
dqa-en-human_anno-219-q002	dqa-en-219-novel-summary	1
dqa-en-human_anno-219-q003	dqa-en-219-novel-summary	1
dqa-en-human_anno-219-q004	dqa-en-219-novel-summary	1
dqa-en-human_anno-219-q005	dqa-en-219-novel-summary	1
dqa-en-human_anno-241-q000	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q001	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q002	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q003	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q004	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q005	dqa-en-241-novel-summary	1
dqa-en-human_anno-241-q006	dqa-en-241-novel-summary	1
dqa-en-human_anno-252-q000	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q001	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q002	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q003	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q004	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q005	dqa-en-252-novel-summary	1
dqa-en-human_anno-252-q006	dqa-en-252-novel-summary	1
dqa-en-human_anno-27-q000	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q001	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q002	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q003	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q004	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q005	dqa-en-27-novel-summary	1
dqa-en-human_anno-27-q006	dqa-en-27-novel-summary	1
dqa-en-human_anno-79-q000	dqa-en-79-novel-summary	1
dqa-en-human_anno-79-q001	dqa-en-79-novel-summary	1
dqa-en-human_anno-79-q002	dqa-en-79-novel-summary	1
dqa-en-human_anno-79-q003	dqa-en-79-novel-summary	1
dqa-en-human_anno-79-q004	dqa-en-79-novel-summary	1
