query-id	corpus-id	score
dqa-en-human_anno-140-q001	dqa-en-140-c0011	1
dqa-en-human_anno-140-q001	dqa-en-140-c0013	1
dqa-en-human_anno-140-q001	dqa-en-140-c0014	1
dqa-en-human_anno-140-q002	dqa-en-140-c0014	1
dqa-en-human_anno-140-q003	dqa-en-140-c0004	1
dqa-en-human_anno-140-q003	dqa-en-140-c0012	1
dqa-en-human_anno-140-q003	dqa-en-140-c0029	1
dqa-en-human_anno-140-q004	dqa-en-140-c0031	1
dqa-en-human_anno-140-q005	dqa-en-140-c0027	1
dqa-en-human_anno-140-q005	dqa-en-140-c0035	1
dqa-en-human_anno-140-q005	dqa-en-140-c0036	1
dqa-en-human_anno-142-q000	dqa-en-142-c0001	1
dqa-en-human_anno-142-q000	dqa-en-142-c0007	1
dqa-en-human_anno-142-q000	dqa-en-142-c0020	1
dqa-en-human_anno-142-q000	dqa-en-142-c0021	1
dqa-en-human_anno-142-q000	dqa-en-142-c0029	1
dqa-en-human_anno-142-q000	dqa-en-142-c0034	1
dqa-en-human_anno-142-q001	dqa-en-142-c0007	1
dqa-en-human_anno-142-q001	dqa-en-142-c0035	1
dqa-en-human_anno-142-q001	dqa-en-142-c0037	1
dqa-en-human_anno-142-q001	dqa-en-142-c0041	1
dqa-en-human_anno-142-q002	dqa-en-142-c0000	1
dqa-en-human_anno-142-q002	dqa-en-142-c0001	1
dqa-en-human_anno-142-q002	dqa-en-142-c0002	1
dqa-en-human_anno-142-q002	dqa-en-142-c0006	1
dqa-en-human_anno-142-q002	dqa-en-142-c0019	1
dqa-en-human_anno-142-q002	dqa-en-142-c0025	1
dqa-en-human_anno-142-q002	dqa-en-142-c0037	1
dqa-en-human_anno-142-q003	dqa-en-142-c0019	1
dqa-en-human_anno-142-q003	dqa-en-142-c0029	1
dqa-en-human_anno-142-q003	dqa-en-142-c0038	1
dqa-en-human_anno-142-q003	dqa-en-142-c0039	1
dqa-en-human_anno-142-q003	dqa-en-142-c0041	1
dqa-en-human_anno-142-q003	dqa-en-142-c0042	1
dqa-en-human_anno-142-q003	dqa-en-142-c0043	1
dqa-en-human_anno-142-q004	dqa-en-142-c0001	1
dqa-en-human_anno-142-q004	dqa-en-142-c0007	1
dqa-en-human_anno-142-q004	dqa-en-142-c0035	1
dqa-en-human_anno-142-q005	dqa-en-142-c0000	1
dqa-en-human_anno-144-q000	dqa-en-144-c0015	1
dqa-en-human_anno-144-q000	dqa-en-144-c0016	1
dqa-en-human_anno-144-q001	dqa-en-144-c0027	1
dqa-en-human_anno-144-q002	dqa-en-144-c0017	1
dqa-en-human_anno-144-q002	dqa-en-144-c0026	1
dqa-en-human_anno-144-q003	dqa-en-144-c0006	1
dqa-en-human_anno-144-q003	dqa-en-144-c0023	1
dqa-en-human_anno-144-q003	dqa-en-144-c0028	1
dqa-en-human_anno-144-q004	dqa-en-144-c0028	1
dqa-en-human_anno-145-q000	dqa-en-145-c0006	1
dqa-en-human_anno-145-q000	dqa-en-145-c0007	1
dqa-en-human_anno-145-q001	dqa-en-145-c0009	1
dqa-en-human_anno-145-q001	dqa-en-145-c0012	1
dqa-en-human_anno-145-q002	dqa-en-145-c0009	1
dqa-en-human_anno-145-q002	dqa-en-145-c0015	1
dqa-en-human_anno-145-q003	dqa-en-145-c0016	1
dqa-en-human_anno-145-q003	dqa-en-145-c0017	1
dqa-en-human_anno-145-q003	dqa-en-145-c0018	1
dqa-en-human_anno-145-q004	dqa-en-145-c0022	1
dqa-en-human_anno-145-q005	dqa-en-145-c0033	1
dqa-en-human_anno-145-q005	dqa-en-145-c0034	1
dqa-en-human_anno-150-q000	dqa-en-150-c0001	1
dqa-en-human_anno-150-q001	dqa-en-150-c0011	1
dqa-en-human_anno-150-q002	dqa-en-150-c0001	1
dqa-en-human_anno-150-q002	dqa-en-150-c0002	1
dqa-en-human_anno-150-q003	dqa-en-150-c0016	1
dqa-en-human_anno-150-q004	dqa-en-150-c0010	1
dqa-en-human_anno-150-q004	dqa-en-150-c0011	1
dqa-en-human_anno-150-q004	dqa-en-150-c0012	1
dqa-en-human_anno-150-q004	dqa-en-150-c0013	1
dqa-en-human_anno-150-q004	dqa-en-150-c0019	1
dqa-en-human_anno-150-q004	dqa-en-150-c0022	1
dqa-en-human_anno-150-q005	dqa-en-150-c0012	1
dqa-en-human_anno-150-q005	dqa-en-150-c0013	1
dqa-en-human_anno-150-q005	dqa-en-150-c0024	1
dqa-en-human_anno-150-q005	dqa-en-150-c0026	1
dqa-en-human_anno-151-q000	dqa-en-151-c0005	1
dqa-en-human_anno-151-q000	dqa-en-151-c0007	1
dqa-en-human_anno-151-q001	dqa-en-151-c0006	1
dqa-en-human_anno-151-q001	dqa-en-151-c0007	1
dqa-en-human_anno-151-q001	dqa-en-151-c0008	1
dqa-en-human_anno-151-q002	dqa-en-151-c0005	1
dqa-en-human_anno-151-q002	dqa-en-151-c0009	1
dqa-en-human_anno-151-q002	dqa-en-151-c0010	1
dqa-en-human_anno-151-q002	dqa-en-151-c0011	1
dqa-en-human_anno-151-q003	dqa-en-151-c0016	1
dqa-en-human_anno-151-q003	dqa-en-151-c0017	1
dqa-en-human_anno-151-q004	dqa-en-151-c0019	1
dqa-en-human_anno-151-q004	dqa-en-151-c0020	1
dqa-en-human_anno-151-q005	dqa-en-151-c0038	1
dqa-en-human_anno-151-q005	dqa-en-151-c0041	1
dqa-en-human_anno-151-q005	dqa-en-151-c0042	1
dqa-en-human_anno-151-q005	dqa-en-151-c0043	1
dqa-en-human_anno-151-q005	dqa-en-151-c0045	1
dqa-en-human_anno-198-q000	dqa-en-198-c0002	1
dqa-en-human_anno-198-q001	dqa-en-198-c0000	1
dqa-en-human_anno-198-q001	dqa-en-198-c0004	1
dqa-en-human_anno-198-q002	dqa-en-198-c0000	1
dqa-en-human_anno-198-q002	dqa-en-198-c0002	1
dqa-en-human_anno-198-q002	dqa-en-198-c0008	1
dqa-en-human_anno-198-q003	dqa-en-198-c0005	1
dqa-en-human_anno-198-q003	dqa-en-198-c0006	1
dqa-en-human_anno-198-q003	dqa-en-198-c0020	1
dqa-en-human_anno-198-q003	dqa-en-198-c0023	1
dqa-en-human_anno-198-q004	dqa-en-198-c0023	1
dqa-en-human_anno-198-q004	dqa-en-198-c0027	1
dqa-en-human_anno-198-q004	dqa-en-198-c0028	1
dqa-en-human_anno-198-q004	dqa-en-198-c0030	1
dqa-en-human_anno-198-q005	dqa-en-198-c0003	1
dqa-en-human_anno-198-q005	dqa-en-198-c0008	1
dqa-en-human_anno-198-q005	dqa-en-198-c0013	1
dqa-en-human_anno-198-q005	dqa-en-198-c0021	1
dqa-en-human_anno-198-q005	dqa-en-198-c0027	1
dqa-en-human_anno-198-q005	dqa-en-198-c0036	1
dqa-en-human_anno-198-q005	dqa-en-198-c0037	1
dqa-en-human_anno-198-q006	dqa-en-198-c0009	1
dqa-en-human_anno-198-q006	dqa-en-198-c0026	1
dqa-en-human_anno-198-q006	dqa-en-198-c0027	1
dqa-en-human_anno-198-q007	dqa-en-198-c0015	1
dqa-en-human_anno-198-q007	dqa-en-198-c0031	1
dqa-en-human_anno-198-q007	dqa-en-198-c0034	1
dqa-en-human_anno-198-q008	dqa-en-198-c0003	1
dqa-en-human_anno-198-q008	dqa-en-198-c0009	1
dqa-en-human_anno-198-q008	dqa-en-198-c0022	1
dqa-en-human_anno-203-q000	dqa-en-203-c0010	1
dqa-en-human_anno-203-q001	dqa-en-203-c0002	1
dqa-en-human_anno-203-q001	dqa-en-203-c0003	1
dqa-en-human_anno-203-q002	dqa-en-203-c0002	1
dqa-en-human_anno-203-q002	dqa-en-203-c0003	1
dqa-en-human_anno-203-q003	dqa-en-203-c0003	1
dqa-en-human_anno-203-q004	dqa-en-203-c0004	1
dqa-en-human_anno-203-q004	dqa-en-203-c0008	1
dqa-en-human_anno-203-q004	dqa-en-203-c0029	1
dqa-en-human_anno-203-q005	dqa-en-203-c0002	1
dqa-en-human_anno-203-q005	dqa-en-203-c0007	1
dqa-en-human_anno-203-q005	dqa-en-203-c0016	1
dqa-en-human_anno-203-q005	dqa-en-203-c0017	1
dqa-en-human_anno-203-q006	dqa-en-203-c0028	1
dqa-en-human_anno-203-q007	dqa-en-203-c0016	1
dqa-en-human_anno-203-q007	dqa-en-203-c0019	1
dqa-en-human_anno-203-q008	dqa-en-203-c0003	1
dqa-en-human_anno-203-q008	dqa-en-203-c0004	1
dqa-en-human_anno-203-q008	dqa-en-203-c0012	1
dqa-en-human_anno-203-q008	dqa-en-203-c0013	1
dqa-en-human_anno-203-q009	dqa-en-203-c0004	1
dqa-en-human_anno-203-q009	dqa-en-203-c0008	1
dqa-en-human_anno-209-q000	dqa-en-209-c0003	1
dqa-en-human_anno-209-q000	dqa-en-209-c0010	1
dqa-en-human_anno-209-q000	dqa-en-209-c0011	1
dqa-en-human_anno-209-q001	dqa-en-209-c0013	1
dqa-en-human_anno-209-q002	dqa-en-209-c0004	1
dqa-en-human_anno-209-q002	dqa-en-209-c0016	1
dqa-en-human_anno-209-q002	dqa-en-209-c0017	1
dqa-en-human_anno-209-q002	dqa-en-209-c0018	1
dqa-en-human_anno-209-q003	dqa-en-209-c0021	1
dqa-en-human_anno-209-q004	dqa-en-209-c0013	1
dqa-en-human_anno-209-q004	dqa-en-209-c0017	1
dqa-en-human_anno-209-q004	dqa-en-209-c0023	1
dqa-en-human_anno-209-q005	dqa-en-209-c0022	1
dqa-en-human_anno-209-q005	dqa-en-209-c0027	1
dqa-en-human_anno-209-q005	dqa-en-209-c0031	1
dqa-en-human_anno-209-q006	dqa-en-209-c0027	1
dqa-en-human_anno-209-q006	dqa-en-209-c0030	1
dqa-en-human_anno-209-q007	dqa-en-209-c0030	1
dqa-en-human_anno-209-q007	dqa-en-209-c0034	1
dqa-en-human_anno-209-q007	dqa-en-209-c0036	1
dqa-en-human_anno-209-q007	dqa-en-209-c0037	1
dqa-en-human_anno-219-q000	dqa-en-219-c0005	1
dqa-en-human_anno-219-q000	dqa-en-219-c0007	1
dqa-en-human_anno-219-q001	dqa-en-219-c0010	1
dqa-en-human_anno-219-q001	dqa-en-219-c0011	1
dqa-en-human_anno-219-q002	dqa-en-219-c0013	1
dqa-en-human_anno-219-q003	dqa-en-219-c0016	1
dqa-en-human_anno-219-q003	dqa-en-219-c0019	1
dqa-en-human_anno-219-q003	dqa-en-219-c0024	1
dqa-en-human_anno-219-q003	dqa-en-219-c0025	1
dqa-en-human_anno-219-q003	dqa-en-219-c0039	1
dqa-en-human_anno-219-q003	dqa-en-219-c0040	1
dqa-en-human_anno-219-q003	dqa-en-219-c0047	1
dqa-en-human_anno-219-q004	dqa-en-219-c0028	1
dqa-en-human_anno-219-q004	dqa-en-219-c0029	1
dqa-en-human_anno-219-q005	dqa-en-219-c0025	1
dqa-en-human_anno-219-q005	dqa-en-219-c0026	1
dqa-en-human_anno-241-q000	dqa-en-241-c0004	1
dqa-en-human_anno-241-q000	dqa-en-241-c0005	1
dqa-en-human_anno-241-q000	dqa-en-241-c0007	1
dqa-en-human_anno-241-q000	dqa-en-241-c0008	1
dqa-en-human_anno-241-q001	dqa-en-241-c0009	1
dqa-en-human_anno-241-q001	dqa-en-241-c0015	1
dqa-en-human_anno-241-q001	dqa-en-241-c0016	1
dqa-en-human_anno-241-q001	dqa-en-241-c0022	1
dqa-en-human_anno-241-q001	dqa-en-241-c0030	1
dqa-en-human_anno-241-q002	dqa-en-241-c0017	1
dqa-en-human_anno-241-q002	dqa-en-241-c0021	1
dqa-en-human_anno-241-q003	dqa-en-241-c0022	1
dqa-en-human_anno-241-q003	dqa-en-241-c0027	1
dqa-en-human_anno-241-q004	dqa-en-241-c0026	1
dqa-en-human_anno-241-q004	dqa-en-241-c0029	1
dqa-en-human_anno-241-q004	dqa-en-241-c0032	1
dqa-en-human_anno-241-q005	dqa-en-241-c0040	1
dqa-en-human_anno-241-q005	dqa-en-241-c0041	1
dqa-en-human_anno-241-q005	dqa-en-241-c0042	1
dqa-en-human_anno-241-q006	dqa-en-241-c0008	1
dqa-en-human_anno-241-q006	dqa-en-241-c0015	1
dqa-en-human_anno-241-q006	dqa-en-241-c0025	1
dqa-en-human_anno-241-q006	dqa-en-241-c0031	1
dqa-en-human_anno-241-q006	dqa-en-241-c0040	1
dqa-en-human_anno-252-q000	dqa-en-252-c0002	1
dqa-en-human_anno-252-q001	dqa-en-252-c0002	1
dqa-en-human_anno-252-q001	dqa-en-252-c0003	1
dqa-en-human_anno-252-q001	dqa-en-252-c0004	1
dqa-en-human_anno-252-q002	dqa-en-252-c0008	1
dqa-en-human_anno-252-q002	dqa-en-252-c0019	1
dqa-en-human_anno-252-q003	dqa-en-252-c0010	1
dqa-en-human_anno-252-q003	dqa-en-252-c0019	1
dqa-en-human_anno-252-q004	dqa-en-252-c0027	1
dqa-en-human_anno-252-q005	dqa-en-252-c0041	1
dqa-en-human_anno-252-q005	dqa-en-252-c0043	1
dqa-en-human_anno-252-q006	dqa-en-252-c0019	1
dqa-en-human_anno-252-q006	dqa-en-252-c0024	1
dqa-en-human_anno-252-q006	dqa-en-252-c0037	1
dqa-en-human_anno-252-q006	dqa-en-252-c0039	1
dqa-en-human_anno-27-q000	dqa-en-27-c0002	1
dqa-en-human_anno-27-q000	dqa-en-27-c0003	1
dqa-en-human_anno-27-q001	dqa-en-27-c0002	1
dqa-en-human_anno-27-q001	dqa-en-27-c0003	1
dqa-en-human_anno-27-q001	dqa-en-27-c0011	1
dqa-en-human_anno-27-q001	dqa-en-27-c0013	1
dqa-en-human_anno-27-q002	dqa-en-27-c0028	1
dqa-en-human_anno-27-q002	dqa-en-27-c0029	1
dqa-en-human_anno-27-q003	dqa-en-27-c0009	1
dqa-en-human_anno-27-q003	dqa-en-27-c0012	1
dqa-en-human_anno-27-q003	dqa-en-27-c0014	1
dqa-en-human_anno-27-q003	dqa-en-27-c0015	1
dqa-en-human_anno-27-q004	dqa-en-27-c0008	1
dqa-en-human_anno-27-q004	dqa-en-27-c0012	1
dqa-en-human_anno-27-q004	dqa-en-27-c0017	1
dqa-en-human_anno-27-q004	dqa-en-27-c0018	1
dqa-en-human_anno-27-q004	dqa-en-27-c0020	1
dqa-en-human_anno-27-q004	dqa-en-27-c0021	1
dqa-en-human_anno-27-q005	dqa-en-27-c0001	1
dqa-en-human_anno-27-q005	dqa-en-27-c0002	1
dqa-en-human_anno-27-q005	dqa-en-27-c0030	1
dqa-en-human_anno-27-q005	dqa-en-27-c0031	1
dqa-en-human_anno-27-q005	dqa-en-27-c0032	1
dqa-en-human_anno-27-q005	dqa-en-27-c0034	1
dqa-en-human_anno-27-q005	dqa-en-27-c0036	1
dqa-en-human_anno-27-q005	dqa-en-27-c0037	1
dqa-en-human_anno-27-q006	dqa-en-27-c0000	1
dqa-en-human_anno-27-q006	dqa-en-27-c0004	1
dqa-en-human_anno-27-q006	dqa-en-27-c0005	1
dqa-en-human_anno-27-q006	dqa-en-27-c0007	1
dqa-en-human_anno-27-q006	dqa-en-27-c0008	1
dqa-en-human_anno-27-q006	dqa-en-27-c0009	1
dqa-en-human_anno-27-q006	dqa-en-27-c0013	1
dqa-en-human_anno-27-q006	dqa-en-27-c0019	1
dqa-en-human_anno-27-q006	dqa-en-27-c0020	1
dqa-en-human_anno-27-q006	dqa-en-27-c0024	1
dqa-en-human_anno-27-q006	dqa-en-27-c0031	1
